en_original;bg_original;cs_original;da_original;de_original;el_original;es_original;et_original;fi_original;fr_original;hr_original;hu_original;it_original;lt_original;lv_original;mt_original;nl_original;pl_original;pt_original;ro_original;sk_original;sl_original;sv_original;no_original;is_original
transported isolated intermediate;транспортиран изолиран междинен продукт;přepravovaný izolovaný meziprodukt;transporteret isoleret mellemprodukt;transportiertes isoliertes Zwischenprodukt;μεταφερόμενος απομονωμένος ενδιάμεσος;intermedio aislado transportado;transporditav isoleeritud vaheühend;kuljetettu eristetty välituote;intermédiaire isolé transporté;transportirani izolirani međuproizvod;szállított izolált intermedier;intermedio isolato trasportato;transportuojamas izoliuotas tarpinis produktas;transportēts izolēts starpprodukts;intermedju iżolat trasportat;getransporteerd geïsoleerd tussenproduct;transportowany izolowany półprodukt;intermediário isolado transportado;intermediar izolat transportat;transportovaný izolovaný medziprodukt;transportirani izolirani vmesni produkt;transporterad isolerad mellanprodukt;transportert isolert mellomprodukt;flutt einangrað milliefni
effective concentration x%;ефективна концентрация x%;účinná koncentrace x%;effektiv koncentration x%;effektive Konzentration x%;αποτελεσματική συγκέντρωση x%;concentración efectiva x%;efektiivne kontsentratsioon x%;vaikuttava pitoisuus x%;concentration efficace x%;efektivna koncentracija x%;hatásos koncentráció x%;concentrazione efficace x%;efektyvi koncentracija x%;efektīva koncentrācija x%;konċentrazzjoni effettiva x%;effectieve concentratie x%;skuteczne stężenie x%;concentração efetiva x%;concentrație efectivă x%;účinná koncentrácia x%;učinkovita koncentracija x%;effektiv koncentration x%;effektiv konsentrasjon x%;virkt styrkur x%
effective dose x%;ефективна доза x%;účinná dávka x%;effektiv dosis x%;effektive Dosis x%;αποτελεσματική δόση x%;dosis efectiva x%;efektiivne annus x%;vaikuttava annos x%;dose efficace x%;efektivna doza x%;hatásos dózis x%;dose efficace x%;efektyvi dozė x%;efektīva deva x%;doża effettiva x%;effectieve dosis x%;skuteczna dawka x%;dose efetiva x%;doză efectivă x%;účinná dávka x%;učinkovit odmerek x%;effektiv dos x%;effektiv dose x%;virkt skammtur x%
European Union;Европейски съюз;Evropská unie;Den Europæiske Union;Europäische Union;Ευρωπαϊκή Ένωση;Unión Europea;Euroopa Liit;Euroopan unioni;Union européenne;Europska unija;Európai Unió;Unione europea;Europos Sąjunga;Eiropas Savienība;Unjoni Ewropea;Europese Unie;Unia Europejska;União Europeia;Uniunea Europeană;Európska únia;Evropska unija;Europeiska unionen;Den europeiske union;Evrópusambandið
Commission of the European Communities;Комисия на Европейските общности;Komise Evropských společenství;Kommissionen for De Europæiske Fællesskaber;Kommission der Europäischen Gemeinschaften;Επιτροπή των Ευρωπαϊκών Κοινοτήτων;Comisión de las Comunidades Europeas;Euroopa Ühenduste Komisjon;Euroopan yhteisöjen komissio;Commission des Communautés européennes;Komisija Europskih zajednica;Európai Közösségek Bizottsága;Commissione delle Comunità europee;Europos Bendrijų Komisija;Eiropas Kopienu Komisija;Kummissjoni tal-Komunitajiet Ewropej;Commissie van de Europese Gemeenschappen;Komisja Wspólnot Europejskich;Comissão das Comunidades Europeias;Comisia Comunităților Europene;Komisia Európskych spoločenstiev;Komisija Evropskih skupnosti;Europeiska gemenskapernas kommission;Kommisjonen for De europeiske fellesskap;Framkvæmdastjórn Evrópubandalagsins
May cause genetic defects.;Може да причини генетични дефекти.;Může vyvolat genetické poškození.;Kan forårsage genetiske defekter.;Kann genetische Defekte verursachen.;Μπορεί να προκαλέσει γενετικά ελαττώματα.;Puede provocar defectos genéticos.;Võib põhjustada geneetilisi defekte.;Saattaa aiheuttaa perimävaurioita.;Peut induire des anomalies génétiques.;Može izazvati genetska oštećenja.;Genetikai károsodást okozhat.;Può provocare alterazioni genetiche.;Gali sukelti genetinius defektus.;Var izraisīt ģenētiskus bojājumus.;Jista’ jikkawża difetti ġenetiċi.;Kan genetische schade veroorzaken.;Może powodować wady genetyczne.;Pode provocar anomalias genéticas.;Poate provoca anomalii genetice.;Môže spôsobovať genetické poškodenie.;Lahko povzroči genetske okvare.;Kan orsaka genetiska defekter.;Kan forårsake genetiske skader.;Getur valdið erfðagöllum.
Suspected of causing genetic defects.;Предполага се, че причинява генетични дефекти.;Podezření na genetické poškození.;Mistænkt for at forårsage genetiske defekter.;Kann vermutlich genetische Defekte verursachen.;Ύποπτο για πρόκληση γενετικών ελαττωμάτων.;Se sospecha que provoca defectos genéticos.;Arvatavasti põhjustab geneetilisi defekte.;Epäillään aiheuttavan perimävaurioita.;Susceptible d’induire des anomalies génétiques.;Sumnja na moguća genetska oštećenja.;Feltehetően genetikai károsodást okoz.;Sospettato di provocare alterazioni genetiche.;Įtariama, kad gali sukelti genetinius defektus.;Ir aizdomas, ka var izraisīt ģenētiskus bojājumus.;Suspettat li jikkawża difetti ġenetiċi.;Verdacht van het veroorzaken van genetische schade.;Podejrzewa się, że powoduje wady genetyczne.;Suspeito de provocar anomalias genéticas.;Susceptibil de a provoca anomalii genetice.;Podozrenie, že spôsobuje genetické poškodenie.;Sum povzročitve genetskih okvar.;Misstänks kunna orsaka genetiska defekter.;Mistenkes for å forårsake genetiske skader.;Grunur um að valda erfðagöllum.
May cause cancer.;Може да причини рак.;Může vyvolat rakovinu.;Kan fremkalde kræft.;Kann Krebs erzeugen.;Μπορεί να προκαλέσει καρκίνο.;Puede provocar cáncer.;Võib põhjustada vähktõbe.;Saattaa aiheuttaa syöpää.;Peut provoquer le cancer.;Može uzrokovati rak.;Rákot okozhat.;Può provocare il cancro.;Gali sukelti vėžį.;Var izraisīt vēzi.;Jista’ jikkawża l-kanċer.;Kan kanker veroorzaken;Może powodować raka.;Pode provocar cancro.;Poate provoca cancer.;Môže spôsobiť rakovinu.;Lahko povzroči raka.;Kan orsaka cancer.;Kan forårsake kreft.;Getur valdið krabbameini.
Suspected of causing cancer.;Предполага се, че причинява рак.;Podezření na vyvolání rakoviny.;Mistænkt for at fremkalde kræft.;Kann vermutlich Krebs erzeugen.;Ύποπτο για πρόκληση καρκίνου.;Se sospecha que provoca cáncer.;Arvatavasti põhjustab vähktõbe.;Epäillään aiheuttavan syöpää.;Susceptible de provoquer le cancer.;Sumnja na moguće uzrokovanje raka.;Feltehetően rákot okoz.;Sospettato di provocare il cancro.;Įtariama, kad sukelia vėžį.;Ir aizdomas, ka var izraisīt vēzi.;Suspettat li jikkawża l-kanċer.;Verdacht van het veroorzaken van kanker.;Podejrzewa się, że powoduje raka.;Suspeito de provocar cancro.;Susceptibil de a provoca cancer.;Podozrenie, že spôsobuje rakovinu.;Sum povzročitve raka.;Misstänks kunna orsaka cancer.;Mistenkes for å forårsake kreft.;Grunur um að valda krabbameini.
May damage fertility or the unborn child.;Може да увреди оплодителната способност или плода.;Může poškodit reprodukční schopnost nebo plod v těle matky.;Kan skade forplantningsevnen eller det ufødte barn.;Kann die Fruchtbarkeit beeinträchtigen oder das Kind im Mutterleib schädigen.;Μπορεί να βλάψει τη γονιμότητα ή το έμβρυο.;Puede perjudicar la fertilidad o dañar al feto.;Võib kahjustada viljakust või loodet.;Saattaa heikentää hedelmällisyyttä tai vaurioittaa sikiötä.;Peut nuire à la fertilité ou au fœtus.;Može štetno djelovati na plodnost ili naškoditi nerođenom djetetu.;Károsíthatja a termékenységet vagy a születendő gyermeket.;Può nuocere alla fertilità o al feto.;Gali pakenkti vaisingumui arba negimusiam vaikui.;Var kaitēt auglībai vai nedzimušajam bērnam.;Jista' jagħmel ħsara lill-fertilità jew lit-tarbija li għadha fil-ġuf.;Kan de vruchtbaarheid of het ongeboren kind schaden.;Może działać szkodliwie na płodność lub na dziecko w łonie matki.;Pode afectar a fertilidade ou o nascituro.;Poate dăuna fertilităţii sau fătului.;Môže spôsobiť poškodenie plodnosti alebo nenarodeného dieťaťa.;Lahko škoduje plodnosti ali nerojenemu otroku.;Kan skada fertiliteten eller det ofödda barnet.;Kan skade forplantningsevnen eller gi fosterskader.;Getur skaðað frjósemi eða ófætt barn.
Suspected of damaging fertility or the unborn child.;Предполага се, че уврежда оплодителната способност или плода.;Podezření na poškození reprodukční schopnosti nebo plodu v těle matky.;Mistænkt for at skade forplantningsevnen eller det ufødte barn.;Kann vermutlich die Fruchtbarkeit beeinträchtigen oder das Kind im Mutterleib schädigen;Ύποπτο για πρόκληση βλάβης στη γονιμότητα ή στο έμβρυο.;Se sospecha que puede perjudicar la fertilidad o dañar el feto.;Arvatavasti kahjustab viljakust või loodet.;Epäillään heikentävän hedelmällisyyttä tai vaurioittavan sikiötä.;Susceptible de nuire à la fertilité ou au fœtus.;Sumnja na moguće štetno djelovanje na plodnost ili mogućnost štetnog djelovanja na nerođeno dijete.;Feltehetően károsítja a termékenységet vagy a születendő gyermeket.;Sospettato di nuocere alla fertilità o al feto.;Įtariama, kad kenkia vaisingumui arba negimusiam vaikui.;Ir aizdomas, ka var kaitēt auglībai vai nedzimušajam bērnam.;Suspettat li jagħmel ħsara lill-fertilità jew littarbija li għadha fil-ġuf.;Kan mogelijks de vruchtbaarheid of het ongeboren kind schaden.;Podejrzewa się, że działa szkodliwie na płodność lub na dziecko w łonie matki.;Suspeito de afectar a fertilidade ou o nascituro.;Susceptibil de a dăuna fertilităţii sau fătului.;Podozrenie, že spôsobuje poškodenie plodnosti alebo nenarodeného dieťaťa.;Sum škodljivosti za plodnost ali nerojenega otroka.;Misstänks kunna skada fertiliteten eller det ofödda barnet.;Mistenkes for å skade forplantningsevnen eller gi fosterskader.;Grunur um að skaða frjósemi eða ófætt barn.
Causes damage to organs.;Причинява увреждане на органите.;Způsobuje poškození orgánů.;Forårsager organskader.;Schädigt die Organe.;Προκαλεί βλάβες στα όργανα.;Provoca daños en los órganos.;Kahjustab elundeid.;Vahingoittaa elimiä.;Risque avéré d'effets graves pour les organes.;Uzrokuje oštećenje organa.;Károsítja a szerveket.;Provoca danni agli organi.;Kenkia organams.;Rada orgānu bojājumus.;Jagħmel ħsara lill-organi.;Veroorzaakt schade aan organen.;Powoduje uszkodzenie narządów.;Afecta os órgãos.;Provoacă leziuni ale organelor.;Spôsobuje poškodenie orgánov.;Škoduje organom.;Orsakar organskador.;Forårsaker organskader.;Veldur skemmdum á líffærum.
May cause damage to organs.;Може да причини увреждане на органите.;Může způsobit poškození orgánů.;Kan forårsage organskader.;Kann die Organe schädigen.;Μπορεί να προκαλέσει βλάβες στα όργανα.;Puede provocar daños en los órganos.;Võib kahjustada elundeid.;Saattaa vahingoittaa elimiä.;Risque présumé d'effets graves pour les organes.;Može uzrokovati oštećenje organa.;Károsíthatja a szerveket.;Può provocare danni agli organi.;Gali pakenkti organams.;Var izraisīt orgānu bojājumus.;Jista’ jikkawża ħsara lill-organi.;Kan schade aan organen veroorzaken.;Może powodować uszkodzenie narządów.;Pode afectar os órgãos.;Poate provoca leziuni ale organelor.;Môže spôsobiť poškodenie orgánov.;Lahko škoduje organom.;Kan orsaka organskador.;Kan forårsake skade på organer.;Getur valdið skemmdum á líffærum.
Causes damage to organs through prolonged or repeated exposure.;Причинява увреждане на органите посредством продължителна или повтаряща се експозиция.;Způsobuje poškození orgánů při prodloužené nebo opakované expozici.;Forårsager organskader ved længerevarende eller gentagen eksponering.;Schädigt die Organe bei längerer oder wiederholter Exposition.;Προκαλεί βλάβες στα όργανα ύστερα από παρατεταμένη ή επανειλημμένη έκθεση.;Provoca daños en los órganos tras exposiciones prolongadas o repetidas.;Kahjustab elundeid pikaajalisel või korduval kokkupuutel.;Vahingoittaa elimiä pitkäaikaisessa tai toistuvassa altistumisessa.;Risque avéré d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée.;Uzrokuje oštećenje organa tijekom produljene ili ponavljane izloženosti.;Ismétlődő vagy hosszabb expozíció esetén károsítja a szerveket.;Provoca danni agli organi in caso di esposizione prolungata o ripetuta.;Kenkia organams, jeigu medžiaga veikia ilgai arba kartotinai.;Izraisa orgānu bojājumus ilgstošas vai atkārtotas iedarbības rezultātā.;Jikkawża ħsara lill-organi minħabba espożizzjoni fit-tul jew ripetuta.;Veroorzaakt schade aan organen bij langdurige of herhaalde blootstelling.;Powoduje uszkodzenie narządów poprzez długotrwałe lub powtarzane narażenie.;Afecta os órgãos após exposição prolongada ou repetida.;Provoacă leziuni ale organelor în caz de expunere prelungită sau repetată.;Spôsobuje poškodenie orgánov pri dlhšej alebo opakovanej expozícii.;Škoduje organom pri dolgotrajni ali ponavljajoči se izpostavljenosti.;Orsakar organskador genom lång eller upprepad exponering.;Forårsaker skade på organer ved langvarig eller gjentatt eksponering.;Veldur skemmdum á líffærum við langvarandi eða endurtekna útsetningu.
